id,churn,promotion,phone,internet,security,streaming,unlimited,gender,marriage,city,churn_category,churn_reason,age,no_dependents,cltv,population,monthly_charge,extra_data_charge,long_charge,total_contact,noreferral,duration,download,total_service_issue
7219-TLZHO,0,None,Yes,No,No,No,No,Female,Yes,Montebello,,,27,1,3172,62425,20.85,0,159.56,1,1,4,0,0
4622-YNKIJ,0,Offer C,Yes,Yes,Yes,No,No,Male,No,Norwalk,,,59,0,5087,103214,88.95,545,1572.12,0,0,33,18,0
6734-PSBAW,0,Offer A,Yes,No,No,No,No,Male,Yes,Santa Fe Springs,,,46,0,5901,16271,23.55,0,133.92,1,1,72,0,0
3930-ZGWVE,0,None,Yes,No,No,No,No,Male,No,Stanton,,,45,0,2484,29694,19.75,0,15.77,2,0,1,0,0
2876-GZYZC,0,None,Yes,Yes,No,Yes,Yes,Female,No,Cerritos,,,49,0,5886,51556,85.95,26.74,379.73,0,0,13,22,0
8587-XYZSF,0,Offer A,Yes,Yes,No,No,Yes,Male,No,Bellflower,,,60,0,6064,72893,50.55,0,2182.86,1,0,67,8,0
7799-LGRDP,0,None,Yes,No,No,No,No,Female,No,Lakewood,,,42,0,2017,27563,25.7,0,1097.79,0,0,43,0,0
7850-VWJUU,0,None,Yes,Yes,Yes,No,No,Female,No,Lakewood,,,37,0,2221,20890,75,391,552.92,0,0,23,22,0
3774-VBNXY,0,None,Yes,No,No,No,No,Female,Yes,Hawaiian Gardens,,,23,0,4557,14852,20.2,0,2319.36,0,1,64,0,0
6217-KDYWC,0,None,Yes,No,No,No,No,Male,No,Lomita,,,58,0,4393,21065,19.6,0,325.47,2,0,57,0,0
1095-WGNGG,0,None,Yes,Yes,No,Yes,Yes,Female,Yes,San Pedro,,,35,0,6311,21279,101.05,0,1066.89,0,2,61,21,0
2636-SJDOU,0,None,Yes,Yes,Yes,No,No,Male,No,Seal Beach,,,34,0,5044,24180,84.3,635,1937.28,4,0,64,12,1
5716-EZXZN,0,None,Yes,Yes,Yes,No,Yes,Female,Yes,Surfside,,,56,0,5878,174,99.05,83.42,858,2,5,65,13,2
6837-BJYDQ,0,None,Yes,No,No,No,No,Male,No,Wilmington,,,42,0,2543,53323,19.6,0,106.95,1,0,3,0,0
6440-DKQGE,0,Offer C,Yes,Yes,No,No,No,Male,No,Carson,,,52,0,4320,25566,64.5,116,836.4,1,0,30,6,0
3466-BYAVD,0,None,Yes,Yes,No,Yes,No,Male,Yes,Long Beach,,,50,1,3128,38427,69.5,225,126.6,1,1,15,21,1
3780-YVMFA,0,None,Yes,Yes,No,Yes,No,Female,Yes,Long Beach,,,33,1,3123,31352,68.55,96,239.52,0,1,8,17,0
1679-JRFBR,0,Offer A,Yes,Yes,Yes,Yes,No,Female,Yes,Long Beach,,,27,0,5192,91664,108.15,3807,403.9,1,4,70,48,1
9073-ZZIAY,0,None,Yes,Yes,Yes,Yes,Yes,Male,Yes,Long Beach,,,51,0,5769,49647,86.1,119.95,2678.4,1,2,62,23,2
3077-RSNTJ,0,None,Yes,No,No,No,No,Female,Yes,Long Beach,,,29,3,4293,31556,19.7,0,33.12,1,9,6,0,0
6551-GNYDG,0,None,Yes,Yes,No,Yes,No,Female,Yes,Long Beach,,,33,1,2563,37417,80.9,219,563.08,1,7,14,19,1
9167-APMXZ,0,None,Yes,Yes,No,No,Yes,Female,No,Long Beach,,,23,0,3549,35656,84.15,0,422.4,0,0,22,41,0
2749-CTKAJ,0,None,Yes,No,No,No,No,Male,Yes,Long Beach,,,37,0,2173,63136,20.15,0,1057.32,2,3,22,0,0
6371-NZYEG,0,None,Yes,Yes,Yes,No,Yes,Male,Yes,Long Beach,,,38,0,5511,19034,64.25,27.65,372.96,0,9,16,27,0
7554-NEWDD,0,None,Yes,No,No,No,No,Male,No,Long Beach,,,44,0,3611,38902,25.7,0,321,1,0,10,0,1
8992-VONJD,0,None,Yes,Yes,Yes,No,Yes,Female,No,Long Beach,,,63,1,5156,425,56,7.65,351.52,0,0,13,10,0
4482-EWFMI,0,None,Yes,Yes,No,No,No,Female,No,Arcadia,,,54,0,3056,30028,69.7,11,31.34,2,0,2,8,0
4648-YPBTM,0,None,Yes,Yes,No,Yes,Yes,Male,No,Arcadia,,,35,0,5644,30933,73.9,0,346.62,0,0,53,4,0
2907-ILJBN,0,None,Yes,No,No,No,No,Female,Yes,Duarte,,,21,0,4047,27414,20.6,0,21.12,3,7,11,0,0
6345-FZOQH,0,Offer A,Yes,No,No,No,No,Male,Yes,La Canada Flintridge,,,40,0,5570,20200,19.9,0,2129.34,0,3,69,0,0
5997-OPVFA,0,Offer A,Yes,Yes,Yes,Yes,Yes,Male,Yes,Montrose,,,39,0,6212,7527,89.05,0,435.6,0,7,72,30,0
1159-WFSGR,0,Offer D,Yes,No,No,No,No,Female,Yes,South Pasadena,,,59,2,3990,23984,20.4,0,728.64,4,3,16,0,0
7654-YWJUF,0,None,Yes,Yes,Yes,No,Yes,Male,Yes,Sunland,,,61,0,4382,18752,84.25,74.32,653.6,3,6,43,21,0
6727-IOTLZ,0,Offer D,Yes,Yes,No,Yes,Yes,Male,Yes,Pasadena,,,48,0,2564,16812,81.95,0,72.38,1,3,14,25,0
5918-VUKWP,0,Offer C,Yes,No,No,No,No,Female,No,Pasadena,,,61,0,5358,38460,20.55,0,1151.04,2,0,32,0,0
1744-JHKYS,0,Offer C,Yes,No,No,No,No,Female,Yes,Pasadena,,,49,0,3421,10253,24.7,0,391.68,0,5,34,0,0
5947-SGKCL,0,Offer D,Yes,Yes,No,Yes,No,Female,Yes,San Marino,,,19,3,2721,13158,105.35,920,62.85,0,6,15,59,0
3712-PKXZA,0,None,Yes,No,No,No,No,Male,Yes,Glendale,,,22,0,5110,23981,20.55,0,1175.47,2,3,61,0,0
6582-OIVSP,0,None,Yes,Yes,No,No,Yes,Female,No,Glendale,,,25,0,3575,14493,45.3,0,47.36,0,0,1,41,0
5524-KHNJP,0,Offer C,Yes,Yes,Yes,Yes,No,Male,Yes,Glendale,,,35,0,5344,41390,74.75,736,1612.05,3,7,33,30,0
4827-USJHP,0,Offer D,Yes,Yes,No,No,No,Male,No,Glendale,,,45,0,2764,16910,51.8,184,78.8,0,0,20,18,0
8167-GJLRN,0,None,No,Yes,No,No,Yes,Male,No,La Crescenta,,,19,0,3108,29110,30.4,4.85,0,1,0,3,59,0
0956-SYCWG,0,Offer D,Yes,No,No,No,No,Female,No,Agoura Hills,,,61,0,2024,25303,19.65,0,430.69,1,0,13,0,0
8017-UVSZU,0,None,Yes,Yes,No,No,Yes,Female,Yes,Calabasas,,,62,0,3359,23661,56.6,0,1931.6,1,5,40,23,1
7100-FQPRV,0,Offer B,Yes,Yes,Yes,Yes,Yes,Male,Yes,Canoga Park,,,24,0,4106,23519,71.9,161.84,2068.3,1,5,43,51,0
2984-RGEYA,0,Offer A,Yes,No,No,No,No,Female,Yes,Winnetka,,,38,0,5325,43857,19.75,0,363.63,0,9,69,0,0
9680-NIAUV,0,Offer A,Yes,Yes,Yes,Yes,Yes,Female,Yes,West Hills,,,42,0,5945,23637,109.7,0,1343.52,2,7,72,3,0
2146-EGVDT,0,Offer B,Yes,No,No,No,No,Male,Yes,Chatsworth,,,33,0,4149,35325,19.3,0,1508.63,2,3,59,0,0
2604-IJPDU,0,Offer D,Yes,Yes,Yes,No,No,Female,Yes,Encino,,,32,0,4382,27614,96.55,285,571.4,0,0,20,15,0
9178-JHUVJ,0,Offer C,Yes,No,No,No,No,Male,Yes,Newbury Park,,,19,3,4634,37779,24.1,0,27.36,1,1,24,0,0
6168-YBYNP,0,Offer B,Yes,Yes,No,Yes,No,Male,No,Newhall,,,19,0,6047,30742,111.35,3325,2839.08,1,0,59,51,0
7255-SSFBC,0,Offer A,Yes,Yes,No,Yes,Yes,Male,Yes,Northridge,,,42,3,4099,25751,112.25,0,839.52,1,2,72,28,0
3645-DEYGF,0,None,Yes,No,No,No,No,Male,No,Northridge,,,29,1,3358,32307,20.75,0,7.57,3,0,1,0,0
9323-HGFWY,0,Offer C,Yes,Yes,Yes,Yes,Yes,Female,Yes,Porter Ranch,,,55,0,3795,28067,101.9,0,540.54,1,0,27,27,1
8544-GOQSH,0,Offer D,Yes,Yes,No,No,Yes,Female,No,Pacoima,,,51,0,4400,97318,80.05,23.36,23.66,0,0,14,21,0
3363-DTIVD,0,Offer A,Yes,Yes,Yes,Yes,Yes,Male,Yes,Reseda,,,55,3,5010,68018,105.55,0,1776.42,2,3,71,53,0
7018-WBJNK,0,Offer D,Yes,Yes,No,No,Yes,Male,No,San Fernando,,,55,3,5566,33389,78.3,22.75,415.09,2,0,13,22,1
9142-KZXOP,0,Offer B,Yes,Yes,No,No,No,Male,No,Sylmar,,,41,0,2053,81986,68.85,829,74.8,2,0,44,28,0
7674-YTAFD,0,Offer C,Yes,Yes,No,No,Yes,Female,No,North Hills,,,64,0,3118,57017,79.95,0,1395.57,2,0,33,13,0
6348-SNFUS,0,Offer A,No,Yes,Yes,Yes,No,Male,Yes,Granada Hills,,,30,0,4556,48867,55.45,1964,0,0,5,72,47,0
1347-KTTTA,0,Offer B,Yes,Yes,No,Yes,No,Male,Yes,Canyon Country,,,22,0,6398,59259,102.45,4591,2591.36,0,10,64,69,0
4195-NZGTA,0,None,No,Yes,No,No,Yes,Female,No,Valencia,,,40,0,5858,17846,25.25,0,0,0,0,1,2,0
7157-SMCFK,0,Offer B,Yes,No,No,No,No,Male,No,Valencia,,,32,2,5411,24977,19.75,0,916.22,0,0,61,0,0
4709-LKHYG,0,Offer C,Yes,No,No,No,No,Female,Yes,Tarzana,,,23,0,3800,27424,20,0,803.88,1,6,29,0,2
0699-NDKJM,0,Offer B,No,Yes,Yes,Yes,Yes,Female,Yes,Westlake Village,,,45,0,4115,18735,58.75,0,0,1,1,57,22,0
9286-BHDQG,0,Offer A,No,Yes,Yes,No,Yes,Male,Yes,Thousand Oaks,,,46,0,5041,33057,45.25,0,0,1,11,72,17,0
0230-WEQUW,0,None,No,Yes,Yes,No,No,Male,Yes,Woodland Hills,,,38,0,5500,25988,56.6,1099,0,0,1,66,29,0
2040-LDIWQ,0,Offer B,Yes,Yes,No,Yes,No,Male,Yes,Woodland Hills,,,51,0,5256,36123,84.2,852,2702.05,1,8,65,16,0
6496-JDSSB,0,None,Yes,Yes,No,No,No,Female,No,Oak Park,,,24,0,2165,14814,80,456,319.36,2,0,8,73,0
4443-EMBNA,0,None,Yes,No,No,No,No,Female,Yes,Castaic,,,55,0,4642,22177,24.75,0,2281.23,1,3,71,0,0
6469-MRVET,0,None,Yes,No,No,No,No,Male,Yes,Van Nuys,,,32,0,4160,40376,20.2,0,44.69,2,8,1,0,0
5961-VUSRV,0,Offer D,Yes,No,No,No,No,Female,No,Sherman Oaks,,,53,0,4451,22085,19.35,0,200.64,2,0,12,0,1
6778-JFCMK,0,Offer C,No,Yes,Yes,Yes,No,Male,No,Van Nuys,,,28,0,4806,51348,50.6,593,0,1,0,24,46,0
6341-JVQGF,0,None,Yes,Yes,Yes,Yes,Yes,Female,Yes,Van Nuys,,,26,0,5643,50047,81.15,0,1219.54,3,2,31,41,1
4811-JBUVU,0,None,Yes,Yes,No,Yes,No,Male,No,Sherman Oaks,,,62,0,3233,29387,89.9,54,959.1,0,0,30,2,0
0945-TSONX,0,Offer B,Yes,Yes,Yes,Yes,Yes,Female,Yes,Encino,,,22,0,5698,13129,85.3,0,1370.05,3,6,47,52,0
2651-ZCBXV,0,Offer B,Yes,Yes,Yes,Yes,Yes,Male,No,Burbank,,,49,0,6370,18112,108,0,959.04,1,0,54,4,0
3316-UWXUY,0,Offer B,Yes,Yes,Yes,Yes,Yes,Male,No,Burbank,,,64,0,6367,11517,93.5,0,2041.5,0,0,50,21,0
7083-MIOPC,0,None,Yes,No,No,No,No,Female,No,Burbank,,,62,0,5733,29245,20.25,0,3049.92,0,0,72,0,0
1984-GPTEH,0,None,Yes,No,No,No,No,Female,No,Burbank,,,47,0,5491,18539,25.15,0,131.37,1,0,29,0,0
0621-JFHOL,0,Offer D,No,Yes,No,No,No,Female,No,North Hollywood,,,41,0,3180,16996,29.6,87,0,1,0,10,29,2
9903-LYSAB,0,Offer D,Yes,Yes,No,No,Yes,Male,Yes,Studio City,,,42,0,4283,26157,73.15,30.04,302.04,3,5,18,23,0
9227-UAQFT,0,Offer D,Yes,No,No,No,No,Male,No,North Hollywood,,,40,0,4272,45358,19.75,0,642.72,0,0,16,0,0
7301-ABVAD,0,None,Yes,Yes,No,Yes,Yes,Female,No,Valley Village,,,37,0,4530,27453,86.6,0,596.88,1,0,72,13,0
6614-FHDBO,0,None,Yes,Yes,No,Yes,Yes,Male,No,Rancho Cucamonga,,,49,0,4551,39064,109.2,0,2527.92,1,0,72,22,0
7576-ASEJU,0,Offer B,Yes,Yes,Yes,Yes,Yes,Female,Yes,Azusa,,,38,0,5246,57775,74.7,0,1031.56,1,10,41,11,0
0303-UNCIP,0,Offer B,Yes,Yes,No,Yes,Yes,Male,No,Claremont,,,35,0,5043,34716,65,0,1539.55,1,0,41,30,0
0959-WHOKV,0,Offer B,Yes,Yes,Yes,Yes,No,Male,No,Covina,,,28,0,2887,25068,99,2063,269.64,1,0,42,48,0
4075-JFPGR,0,Offer B,Yes,Yes,Yes,No,Yes,Female,Yes,Rancho Cucamonga,,,27,0,5561,51970,93.5,0,1074.57,1,2,51,46,0
3282-ZISZV,0,None,Yes,Yes,No,Yes,Yes,Male,No,South El Monte,,,56,0,3945,45645,83.7,0,1199.36,0,0,32,15,0
3675-YDUPJ,0,Offer D,Yes,No,No,No,No,Male,No,Rancho Cucamonga,,,29,0,3768,23079,19.85,0,19.8,0,0,10,0,0
4111-BNXIF,0,None,No,Yes,No,Yes,Yes,Female,Yes,Rancho Cucamonga,,,19,0,4478,12937,59.55,0,0,0,1,67,52,0
7017-VFHAY,0,Offer B,Yes,Yes,Yes,Yes,No,Female,Yes,Glendora,,,42,1,6090,25135,115.1,841,1220.61,1,3,61,12,0
6655-LHBYW,0,Offer B,Yes,Yes,Yes,Yes,No,Male,No,Glendora,,,46,0,5068,24973,114.35,1216,990,2,0,50,21,0
7605-BDWDC,0,None,No,Yes,Yes,Yes,Yes,Female,No,Mira Loma,,,35,0,2539,18980,49.85,0,0,0,0,31,10,0
1950-KSVVJ,0,Offer B,Yes,Yes,Yes,Yes,Yes,Female,Yes,Monterey Park,,,57,0,4885,33280,113.3,0,1509.3,0,1,45,4,0
0123-CRBRT,0,Offer B,Yes,Yes,Yes,Yes,Yes,Female,Yes,Monterey Park,,,62,0,5152,26933,88.1,154.75,2878.59,1,1,61,28,0
6292-TOSSS,0,Offer B,Yes,No,No,No,No,Male,No,Mt Baldy,,,64,0,4297,47,24.9,0,2358,1,0,50,0,0
7014-ZZXAW,0,None,Yes,No,No,No,No,Female,Yes,Montclair,,,30,0,5409,34447,24.25,0,582.91,1,1,71,0,0
7633-MVPUY,0,Offer B,Yes,Yes,Yes,No,Yes,Male,Yes,Diamond Bar,,,50,0,4012,46532,59.75,0,2809.53,1,1,57,22,0
8645-KWHJO,0,Offer D,No,Yes,No,Yes,Yes,Male,No,San Gabriel,,,47,0,4900,38041,55,0,0,2,0,14,4,0
4130-MZLCC,0,None,Yes,Yes,No,No,No,Female,No,Temple City,,,24,0,2739,32718,50.55,103,215.1,1,0,5,42,0
0314-TKOSI,0,Offer E,Yes,Yes,Yes,No,Yes,Female,No,Upland,,,29,0,5377,23331,55.15,9.69,41.88,0,0,6,30,0
8229-MYEJZ,0,Offer D,Yes,Yes,No,No,Yes,Female,No,Upland,,,44,0,5765,48827,51.2,0,455.6,3,0,10,17,1
2080-SRCDE,0,Offer E,Yes,No,No,No,No,Female,No,Walnut,,,21,1,4556,45118,25.4,0,32.73,1,0,1,0,0
9577-WJVCQ,0,None,Yes,Yes,Yes,No,No,Female,No,West Covina,,,24,0,5310,44099,54.45,2176,360.4,0,0,68,59,0
6202-DYYFX,0,Offer D,Yes,Yes,No,No,Yes,Female,No,West Covina,,,64,0,2031,31622,76,0,433.84,1,0,22,5,0
3808-HFKDE,0,Offer D,Yes,Yes,No,No,No,Female,No,Alhambra,,,35,0,3460,54382,44.35,167,83,1,0,20,18,0
3727-OWVYD,0,None,Yes,Yes,Yes,No,Yes,Male,No,Campo,,,24,0,2075,3133,61.2,0,1343.3,3,0,35,82,0
2294-SALNE,0,Offer D,Yes,Yes,No,No,Yes,Male,Yes,Chula Vista,,,51,0,3200,74025,86.8,0,382.49,0,2,23,22,0
1563-IWQEX,0,None,Yes,No,No,No,No,Female,No,Chula Vista,,,43,0,5715,12884,19.7,0,224.52,0,0,12,0,0
8203-XJZRC,0,Offer E,Yes,No,No,No,No,Male,No,Chula Vista,,,44,0,5384,2606,20.25,0,40.46,0,0,1,0,0
6556-DBKZF,0,None,Yes,Yes,No,No,Yes,Female,Yes,Chula Vista,,,38,1,5841,9278,76.05,0,667.4,0,6,71,10,0
2985-JUUBZ,0,Offer B,Yes,Yes,No,Yes,No,Male,Yes,Dulzura,,,32,3,3718,727,74.55,2262,554.4,2,5,40,75,0
0895-LMRSF,0,None,Yes,Yes,No,Yes,Yes,Male,No,Imperial Beach,,,34,0,3314,26662,64.9,34.73,1067.2,2,0,23,23,2
8266-VBFQL,0,None,Yes,Yes,No,Yes,Yes,Male,No,Jamul,,,55,0,3314,8759,90.4,0,127.68,0,0,4,4,0
8181-YHCMF,0,None,No,Yes,No,Yes,Yes,Female,Yes,La Mesa,,,44,0,4864,44652,60.3,61.64,0,0,8,68,15,0
2240-HSJQD,0,None,Yes,Yes,No,No,Yes,Male,No,La Mesa,,,44,2,3571,24005,81.85,0,48.26,0,0,38,13,0
1248-DYXUB,0,Offer B,Yes,No,No,No,No,Male,Yes,Lemon Grove,,,42,3,5320,24961,24.8,0,2097.16,1,1,52,0,0
4115-BNPJY,0,None,Yes,Yes,No,Yes,Yes,Male,Yes,National City,,,60,0,5625,62355,75.55,14.38,941.34,2,7,29,7,1
4091-TVOCN,0,Offer B,Yes,Yes,Yes,Yes,Yes,Male,No,Potrero,,,51,0,2257,905,78.75,22.09,121.44,3,0,48,6,0
1098-TDVUQ,0,Offer E,Yes,No,No,No,No,Female,No,Spring Valley,,,34,0,4745,56100,19.25,0,9.44,2,0,1,0,0
7277-OZCGZ,0,None,Yes,Yes,Yes,Yes,Yes,Female,No,Spring Valley,,,40,0,5479,7863,89.05,0,132,1,0,22,8,1
1557-EMYVT,0,Offer B,Yes,Yes,Yes,Yes,Yes,Female,No,Tecate,,,25,0,4115,91,115.05,0,1068.55,1,0,43,26,0
5027-YOCXN,0,None,Yes,Yes,Yes,Yes,Yes,Male,Yes,Cardiff By The Sea,,,23,0,5604,10375,110.05,233.14,1363.23,0,6,51,41,0
3973-SKMLN,0,None,Yes,No,No,No,No,Male,No,Carlsbad,,,49,0,5308,35582,19.9,0,1577.62,0,0,71,0,0
6745-JEFZB,0,None,Yes,Yes,No,No,Yes,Male,Yes,El Cajon,,,64,0,3617,40995,91.5,0,834.75,3,2,35,10,0
9880-TDQAC,0,None,No,Yes,No,Yes,Yes,Female,Yes,El Cajon,,,63,0,5471,61872,60,68.22,0,0,3,72,16,0
8705-WZCYL,0,Offer E,Yes,Yes,No,No,Yes,Male,No,Encinitas,,,40,0,2269,47126,44.8,0,27.46,2,0,1,26,2
7102-JJVTX,0,Offer E,Yes,Yes,Yes,No,No,Female,Yes,Escondido,,,31,0,4562,49281,48.6,127,270.63,0,9,9,30,0
8626-PTQGE,0,None,No,Yes,Yes,Yes,Yes,Male,No,Escondido,,,62,0,5388,43436,60.05,75.18,0,0,0,69,18,0
4983-CLMLV,0,None,Yes,Yes,No,Yes,Yes,Female,Yes,Escondido,,,30,0,4044,48690,102.7,0,2305.68,2,0,52,71,0
9385-EHGDO,0,None,Yes,No,No,No,No,Female,Yes,Lakeside,,,37,1,4177,42277,19.85,0,316.4,1,5,35,0,0
9498-FIMXL,0,Offer E,Yes,No,No,No,No,Female,No,Oceanside,,,31,0,5272,98239,19.2,0,248.16,0,0,8,0,0
2379-GYFLQ,0,None,Yes,Yes,No,No,No,Male,No,Oceanside,,,31,0,5316,52895,94.9,973,1017.98,0,0,46,22,0
2088-IEBAU,0,None,Yes,Yes,Yes,Yes,No,Female,No,Poway,,,63,0,5531,47969,88.15,123,1483.76,0,0,68,2,0
7982-VCELR,0,None,Yes,Yes,No,Yes,Yes,Female,No,Ramona,,,20,0,2807,33104,94.8,0,707.04,1,0,36,71,0
6885-PKOAM,0,None,Yes,Yes,Yes,Yes,No,Female,Yes,San Marcos,,,59,0,4487,52664,85.75,1120,2178.28,1,3,71,18,0
7520-HQWJU,0,None,Yes,Yes,Yes,No,No,Female,Yes,Santa Ysabel,,,22,1,4172,1143,67.45,2660,1531.2,1,6,66,59,0
9639-BUJXT,0,None,Yes,No,No,No,No,Male,No,Santee,,,50,0,5997,53510,20.5,0,2227.05,3,0,63,0,0
5924-SNGKP,0,None,Yes,No,No,No,No,Female,No,Solana Beach,,,39,0,3972,12173,20.25,0,271.01,2,0,41,0,2
8966-SNIZF,0,None,Yes,No,No,No,No,Female,Yes,Vista,,,26,0,5540,62036,19.45,0,1646.4,0,9,70,0,0
6243-OZGFH,0,None,No,Yes,No,Yes,No,Female,No,Vista,,,47,0,3248,44692,44.95,140,0,1,0,23,14,0
0513-RBGPE,0,None,Yes,Yes,Yes,No,Yes,Male,Yes,Rancho Santa Fe,,,57,0,5229,1072,62.8,0,166.5,1,6,37,9,0
5160-UXJED,0,None,Yes,Yes,No,No,Yes,Male,No,San Diego,,,27,0,2130,27505,44.6,0,221.34,1,0,17,73,1
8984-EYLLL,0,None,Yes,Yes,No,Yes,Yes,Male,Yes,San Diego,,,29,0,5682,27959,105.25,204.7,2571.52,1,5,64,30,0
9833-TGFHX,0,None,Yes,Yes,Yes,Yes,No,Male,Yes,San Diego,,,62,0,2170,46086,97.1,924,555.66,2,1,42,23,0
9294-TDIPC,0,Offer E,Yes,No,No,No,No,Male,No,San Diego,,,59,1,5169,24169,20.2,0,61.1,0,0,5,0,0
5229-DTFYB,0,None,Yes,Yes,No,Yes,Yes,Female,No,San Diego,,,64,0,5584,46828,98.8,0,420.66,0,0,41,2,0
0104-PPXDV,0,None,Yes,Yes,No,No,Yes,Male,Yes,San Diego,,,61,0,5232,47431,50.3,0,1065.46,3,10,58,18,0
5176-LMJXE,0,None,Yes,No,No,No,No,Female,No,San Diego,,,34,0,5404,66838,20.55,0,2100.43,2,0,47,0,1
3583-KRKMD,0,None,Yes,Yes,No,No,No,Male,No,San Diego,,,51,0,4668,56887,75.9,275,483.12,0,0,18,20,0
9069-LGEUL,0,None,Yes,Yes,Yes,Yes,No,Male,Yes,San Diego,,,25,0,5379,51213,59.95,970,84.41,1,5,23,69,0
7302-ZHMHP,0,None,Yes,No,No,No,No,Female,No,Coronado,,,35,0,2577,24093,19.15,0,22.37,0,0,1,0,0
9571-EDEBV,0,None,Yes,Yes,No,Yes,No,Male,Yes,San Diego,,,60,0,5101,21866,98.65,696,2465.12,0,8,71,10,0
3520-FJGCV,0,None,Yes,Yes,Yes,Yes,Yes,Male,Yes,San Diego,,,47,1,6486,25569,112.6,0,1245.6,3,2,72,14,0
6563-VRERX,0,None,Yes,No,No,No,No,Male,Yes,San Diego,,,63,0,5212,4258,20.6,0,1129.26,0,2,33,0,0
6122-EFVKN,0,None,No,Yes,Yes,No,Yes,Male,No,San Diego,,,44,0,5531,25232,35.75,0,0,2,0,24,20,0
2805-EDJPQ,0,None,Yes,Yes,No,Yes,Yes,Female,Yes,San Diego,,,45,0,5926,30206,99.75,0,1149.68,2,9,56,19,0
6862-CQUMB,0,None,Yes,Yes,No,Yes,Yes,Male,No,San Diego,,,28,0,2640,74232,96.1,0,808.08,0,0,37,41,0
7156-MXBJE,0,None,Yes,Yes,No,Yes,No,Female,No,San Diego,,,29,0,2319,20046,85.1,1941,107.07,0,0,43,53,0
6158-HDPXZ,0,None,No,Yes,No,No,Yes,Male,No,San Diego,,,31,0,4193,42733,25.35,0,0,1,0,1,13,0
2863-IMQDR,0,None,Yes,Yes,Yes,Yes,No,Female,No,San Diego,,,52,0,6149,28201,89.65,425,1430.45,1,0,61,8,0
5686-CMAWK,0,None,Yes,Yes,No,No,No,Male,No,San Diego,,,41,0,5863,29283,86.75,56,845.07,1,0,17,4,0
5651-CRHKQ,0,None,Yes,Yes,No,No,Yes,Female,Yes,San Diego,,,53,0,5325,36351,86.2,0,542.43,0,3,41,16,0
6583-SZVGP,0,None,Yes,Yes,No,Yes,No,Male,No,Indio,,,59,0,5994,2743,108.1,203,475.68,2,0,48,4,0
1708-PBBOA,0,None,No,Yes,Yes,Yes,Yes,Female,No,Banning,,,51,0,3179,25859,54.75,0,0,0,0,42,13,0
8782-LKFPK,0,None,Yes,Yes,No,Yes,Yes,Male,No,Beaumont,,,50,0,4751,17721,90.4,0,1976.48,1,0,44,16,0
5522-JBWMO,0,None,Yes,Yes,No,No,No,Male,No,Blythe,,,62,2,4020,24659,44,0,15.66,0,0,1,29,0
3597-MVHJT,0,None,Yes,Yes,No,Yes,Yes,Female,No,Brawley,,,49,0,2026,23394,95.6,62.29,949.59,0,0,27,24,0
9967-ATRFS,0,None,Yes,No,No,No,No,Female,No,Calipatria,,,47,0,3245,7857,19.9,0,608.57,2,0,19,0,0
2977-CEBSX,0,None,Yes,Yes,Yes,Yes,No,Female,No,Coachella,,,61,0,5813,23170,90.05,1432,876.48,0,0,66,24,0
5876-QMYLD,0,None,Yes,No,No,No,No,Female,Yes,Earp,,,44,0,3742,1564,20.05,0,409.86,1,10,23,0,1
2277-AXSDC,0,None,Yes,No,No,No,No,Female,No,El Centro,,,46,0,4691,43712,19.75,0,1401.6,0,0,32,0,0
9442-JTWDL,0,None,Yes,No,No,No,No,Female,No,Heber,,,52,0,5355,3535,20.05,0,295.35,4,0,11,0,0
3067-SVMTC,0,None,Yes,Yes,Yes,No,No,Female,Yes,Imperial,,,49,0,5160,14546,55.9,539,3045.72,1,9,68,14,0
5495-GPSRW,0,None,Yes,No,No,No,No,Male,No,Joshua Tree,,,62,0,2120,8141,19.7,0,542.2,1,0,20,0,0
7606-BPHHN,0,Offer A,Yes,No,No,No,No,Male,No,La Quinta,,,39,0,5368,23971,19.8,0,2191.68,1,0,72,0,0
4742-DRORA,0,Offer B,Yes,Yes,Yes,No,Yes,Male,Yes,Mecca,,,59,0,4149,8768,95.4,0,325.8,2,5,60,29,1
4163-NCJAK,0,Offer B,Yes,No,No,No,No,Female,Yes,Palm Desert,,,55,0,2438,29340,24.45,0,1631.16,1,9,46,0,0
5233-AOZUF,0,None,Yes,Yes,No,No,Yes,Female,Yes,Palm Springs,,,62,0,3483,24924,74.95,0,156.31,2,3,29,17,0
5973-EJGDP,0,Offer B,Yes,Yes,No,No,Yes,Male,No,Palm Springs,,,21,0,4899,18884,87.35,0,77.01,2,0,51,52,1
7916-VCCPB,0,Offer D,Yes,Yes,No,No,No,Female,Yes,Parker Dam,,,58,1,3624,131,73.25,239,640.48,1,6,16,20,0
4686-GEFRM,0,Offer A,Yes,Yes,No,Yes,Yes,Male,Yes,Pioneertown,,,23,0,5582,354,98.7,0,3166.8,1,5,70,42,2
5249-QYHEX,0,Offer B,Yes,No,No,No,No,Female,Yes,Rancho Mirage,,,27,2,3021,12465,24.8,0,1337.6,1,2,40,0,1
2233-FAGXV,0,None,Yes,No,No,No,No,Female,Yes,Salton City,,,41,3,3181,799,24.3,0,33.5,1,6,5,0,0
5605-IYGFG,0,None,Yes,Yes,No,No,No,Female,No,Thousand Palms,,,61,0,5501,6242,69.85,21,192.22,1,0,7,4,0
