id,left,satisfaction,evaluation,projects,hours,years,accident,promotion,department,salary
2865,0,0.65,0.99,4,200,4,0,0,technical,low
2866,0,0.44,0.68,3,140,3,0,0,technical,low
2867,0,0.59,0.75,2,156,3,0,0,technical,medium
2868,0,0.99,0.56,3,193,3,1,0,technical,medium
2869,0,0.75,0.79,4,145,3,0,0,technical,medium
2870,0,0.77,0.49,4,217,2,0,0,support,medium
2871,0,0.85,0.64,4,162,3,0,0,support,medium
2872,0,0.77,0.93,5,182,4,0,0,support,medium
2873,0,0.54,0.95,3,221,3,0,0,support,medium
2874,0,0.69,0.82,4,208,2,0,0,support,medium
2875,0,0.66,0.65,5,161,3,0,0,support,medium
2876,0,0.51,0.65,4,269,3,0,0,support,medium
2877,0,0.74,0.59,4,155,3,0,0,support,medium
2878,0,0.55,0.72,3,110,3,0,0,support,medium
2879,0,0.65,0.84,3,154,3,0,0,support,high
2880,0,0.2,0.77,6,213,4,0,0,support,low
2881,0,0.92,0.94,5,248,3,0,0,technical,medium
2882,0,0.57,0.6,3,202,3,0,0,technical,medium
2883,0,0.75,0.78,2,251,6,0,0,technical,medium
2884,0,0.68,0.84,3,239,2,0,0,management,medium
2885,0,0.97,0.7,3,203,3,0,0,IT,low
2886,0,0.79,0.48,4,184,5,1,0,IT,low
2887,0,0.66,0.75,4,203,3,1,0,IT,low
2888,0,0.96,0.69,3,214,2,1,0,IT,low
2889,0,0.73,0.69,4,161,3,0,0,IT,low
2890,0,0.29,0.58,5,234,2,0,0,product_mng,low
2891,0,0.58,0.56,3,151,2,0,0,product_mng,low
2892,0,0.72,0.58,4,149,3,0,0,product_mng,low
2893,0,0.94,0.87,4,240,3,0,0,product_mng,low
2894,0,0.48,0.56,5,140,2,0,0,IT,low
2895,0,0.6,0.99,3,187,2,0,0,RandD,low
2896,0,0.97,0.58,5,156,2,1,0,RandD,low
2897,0,0.74,0.41,4,250,4,0,0,RandD,low
2898,0,0.97,0.61,3,165,2,0,0,RandD,low
2899,0,0.88,0.67,5,260,3,1,0,RandD,low
2900,0,0.5,0.7,3,274,3,0,0,marketing,low
2901,0,0.93,0.98,4,160,3,0,0,sales,low
2902,0,0.3,0.7,5,280,4,1,0,accounting,low
2903,0,0.69,0.53,3,142,3,0,0,support,low
2904,0,0.69,0.9,2,155,2,0,0,technical,low
2905,0,0.53,0.67,4,167,2,0,0,management,low
2906,0,0.32,0.8,3,263,3,0,0,marketing,medium
2907,0,0.73,0.75,3,259,4,0,0,marketing,medium
2908,0,0.77,0.61,4,223,3,0,0,marketing,medium
2909,0,0.59,0.81,6,123,5,0,0,sales,medium
2910,0,0.19,0.51,5,226,3,0,0,sales,medium
2911,0,0.78,0.95,3,270,2,0,0,sales,medium
2912,0,0.84,0.74,3,139,3,0,0,sales,medium
2913,0,0.65,0.77,5,241,2,0,0,sales,medium
2914,0,0.38,0.43,2,160,6,0,0,sales,medium
2915,0,0.12,0.47,3,258,5,0,0,sales,medium
2916,0,0.74,0.81,5,106,5,0,0,sales,medium
2917,0,0.67,0.82,4,171,2,0,0,sales,medium
2918,0,0.5,0.79,3,186,3,0,0,sales,high
2919,0,0.99,0.39,6,214,5,1,0,sales,low
2920,0,0.79,0.89,4,240,3,0,0,sales,medium
2921,0,0.72,0.51,4,164,3,0,0,sales,medium
2922,0,0.83,0.57,4,232,3,0,0,sales,medium
2923,0,0.69,0.55,5,242,2,0,0,sales,medium
2924,0,0.5,0.89,5,222,3,0,0,sales,low
2925,0,0.82,0.84,3,139,2,1,0,sales,low
2926,0,0.68,0.56,4,272,3,0,0,sales,low
2927,0,0.82,0.69,4,262,2,0,0,sales,low
2928,0,0.32,0.81,2,249,3,0,0,accounting,low
2929,0,0.93,0.86,4,219,3,0,0,accounting,low
2930,0,0.42,0.73,4,208,5,0,0,accounting,low
2931,0,0.22,0.44,3,166,6,0,0,hr,low
2932,0,0.56,0.88,3,174,3,0,0,hr,low
2933,0,0.77,0.75,4,225,3,0,0,hr,low
2934,0,0.29,0.48,2,116,6,1,0,hr,low
2935,0,0.97,0.65,3,219,2,0,0,technical,low
2936,0,0.91,0.7,4,196,2,0,0,technical,low
2937,0,0.52,0.67,4,210,3,1,0,technical,low
2938,0,0.54,0.64,2,219,3,0,0,technical,low
2939,0,0.54,0.98,3,197,3,0,0,technical,low
2940,0,0.67,0.52,2,102,6,0,0,technical,low
2941,0,0.72,0.85,3,186,4,0,0,technical,low
2942,0,0.68,0.51,4,224,2,0,0,technical,low
2943,0,0.65,0.98,3,283,2,1,0,technical,low
2944,0,0.72,0.98,5,197,4,0,0,technical,low
2945,0,0.51,0.79,5,267,3,0,0,technical,medium
2946,0,0.8,0.58,4,172,3,0,0,support,medium
2947,0,0.83,0.93,4,261,2,0,0,support,medium
2948,0,0.15,0.86,3,204,4,0,0,support,medium
2949,0,0.5,0.73,4,237,2,0,0,support,medium
2950,0,0.8,0.55,2,212,3,0,0,support,medium
2951,0,0.96,0.62,4,217,2,0,0,support,medium
2952,0,0.67,0.7,5,159,3,1,0,support,medium
2953,0,0.98,0.96,5,139,3,0,0,support,medium
2954,0,0.88,0.59,5,230,3,0,0,support,medium
2955,0,0.85,0.79,3,157,4,0,0,support,medium
2956,0,0.75,0.7,5,269,3,0,0,support,medium
2957,0,0.38,0.77,2,170,3,0,0,technical,high
2958,0,0.55,0.82,2,197,4,0,0,technical,low
2959,0,0.63,0.89,4,246,3,0,0,technical,medium
2960,0,0.78,0.51,4,278,3,0,0,management,medium
2961,0,0.99,0.84,5,138,2,0,0,IT,medium
2962,0,0.72,0.87,3,238,3,0,0,IT,medium
2963,0,0.14,0.83,5,175,6,1,0,IT,low
2964,0,0.81,0.67,4,216,3,0,0,IT,low
2965,0,0.73,0.86,4,196,4,1,0,IT,low
2966,0,0.58,0.8,5,187,3,1,0,product_mng,low
2967,0,0.24,0.85,4,155,5,0,0,product_mng,low
2968,0,0.31,0.86,3,205,5,0,0,product_mng,low
2969,0,0.74,0.63,3,230,2,0,0,product_mng,low
2970,0,0.86,0.69,5,157,3,0,0,IT,low
2971,0,0.22,0.8,4,287,4,0,0,RandD,low
2972,0,0.66,0.7,4,161,3,0,0,RandD,low
2973,0,0.21,0.76,5,239,2,0,0,RandD,low
2974,0,0.95,0.61,3,267,2,0,0,RandD,low
2975,0,0.24,0.55,5,208,5,0,0,RandD,low
2976,0,0.66,0.95,3,133,3,0,0,marketing,low
2977,0,0.88,0.86,3,187,3,0,0,marketing,low
2978,0,0.67,0.61,4,140,2,0,0,sales,low
2979,0,0.75,0.58,4,270,3,0,0,accounting,low
2980,0,0.93,0.48,3,147,3,0,0,support,low
2981,0,0.64,0.71,3,181,2,0,0,technical,low
2982,0,0.51,0.53,3,156,3,0,0,management,low
2983,0,0.98,0.5,4,207,3,0,0,marketing,low
2984,0,0.72,0.63,4,241,4,1,0,marketing,medium
2985,0,0.51,0.75,4,154,3,0,0,marketing,medium
2986,0,0.54,0.58,4,206,3,0,0,sales,medium
2987,0,0.99,0.76,4,204,2,0,0,sales,medium
2988,0,0.44,0.9,4,117,3,0,0,sales,medium
2989,0,0.74,0.48,5,144,3,0,0,sales,medium
2990,0,0.9,0.77,3,156,3,0,0,sales,medium
2991,0,0.86,0.58,4,211,4,0,0,sales,medium
2992,0,0.66,0.52,3,149,4,1,0,sales,medium
2993,0,0.64,0.96,4,152,5,0,0,sales,medium
2994,0,0.5,0.59,4,192,2,0,0,sales,medium
2995,0,0.88,0.68,4,274,4,0,0,sales,medium
2996,0,0.72,0.47,5,168,6,0,0,sales,high
2997,0,0.53,0.53,4,205,3,0,0,sales,low
2998,0,0.83,0.77,3,228,3,0,0,sales,medium
2999,0,0.24,0.52,4,228,5,0,0,sales,medium
3000,0,0.66,0.75,5,227,3,1,0,sales,medium
3001,0,0.43,0.63,3,156,3,0,0,sales,medium
3002,0,0.75,0.66,5,177,2,0,0,sales,low
3003,0,0.42,0.89,6,188,5,1,0,sales,low
3004,0,0.54,0.74,3,185,4,0,0,sales,low
3005,0,0.84,0.85,3,153,4,0,0,accounting,low
3006,0,0.95,0.79,4,174,3,0,0,accounting,low
3007,0,0.6,0.61,4,209,3,0,0,accounting,low
3008,0,0.95,0.71,3,251,2,1,0,hr,low
3009,0,0.62,0.89,3,153,3,1,0,hr,low
3010,0,0.89,0.73,3,210,2,0,0,hr,low
3011,0,0.73,0.93,5,167,3,0,0,hr,low
3012,0,0.86,0.94,3,151,2,0,0,technical,low
3013,0,0.76,0.73,3,158,2,0,0,technical,low
3014,0,0.91,0.76,3,116,5,0,0,technical,low
3015,0,1,0.81,5,178,2,0,0,technical,low
3016,0,0.98,0.78,4,155,3,1,0,technical,low
3017,0,0.65,0.89,3,151,2,0,0,technical,low
3018,0,0.62,0.79,4,216,2,1,0,technical,low
3019,0,0.83,0.82,5,179,3,0,0,technical,low
3020,0,0.75,1,4,135,4,0,0,technical,low
3021,0,0.82,0.63,4,232,4,0,0,technical,low
3022,0,0.69,0.68,4,168,3,0,0,technical,low
3023,0,0.41,0.96,6,171,5,1,0,support,medium
3024,0,0.52,0.64,5,258,2,0,0,support,medium
3025,0,0.74,0.86,3,221,2,0,0,support,medium
3026,0,0.33,0.96,5,97,3,0,0,support,medium
3027,0,0.8,0.69,3,164,3,0,0,support,medium
3028,0,0.82,0.89,4,237,3,0,0,support,medium
3029,0,0.59,0.65,5,161,2,0,0,support,medium
3030,0,0.98,0.8,4,134,2,1,0,support,medium
3031,0,0.93,0.94,4,188,3,0,0,support,medium
3032,0,0.49,0.95,4,181,3,0,0,support,medium
3033,0,0.6,0.94,4,160,2,0,0,support,medium
3034,0,0.34,0.82,6,197,5,1,0,technical,medium
3035,0,0.71,0.77,3,145,3,0,0,technical,high
3036,0,0.6,0.64,5,221,2,0,0,technical,low
3037,0,0.12,0.78,6,260,5,0,0,management,medium
3038,0,0.16,0.87,3,99,5,1,0,IT,medium
3039,0,0.57,0.61,3,243,3,0,0,IT,medium
3040,0,0.72,0.8,5,244,3,0,0,IT,medium
3041,0,0.91,0.55,4,179,4,0,0,IT,low
3042,0,0.95,0.49,4,146,6,1,0,IT,low
3043,0,0.71,0.9,3,262,2,1,0,product_mng,low
3044,0,0.9,0.69,4,174,2,0,0,product_mng,low
3045,0,0.66,0.81,4,148,4,0,0,product_mng,low
3046,0,0.48,0.59,5,235,3,0,0,product_mng,low
3047,0,0.82,0.82,5,285,2,1,0,IT,low
3048,0,0.83,0.79,4,143,3,0,0,RandD,low
3049,0,0.85,0.82,6,141,5,0,0,RandD,low
3050,0,0.84,0.47,3,125,4,0,0,RandD,low
3051,0,0.99,0.51,4,232,3,0,0,RandD,low
3052,0,0.54,0.72,3,172,2,0,0,RandD,low
3053,0,0.64,0.42,5,283,5,0,0,marketing,low
3054,0,0.67,0.68,3,189,3,0,0,sales,low
3055,0,0.48,0.54,2,144,3,0,0,accounting,low
3056,0,0.58,0.77,4,145,3,1,0,support,low
3057,0,0.54,0.59,3,200,3,0,0,technical,low
3058,0,0.25,0.65,3,264,4,0,0,management,low
3059,0,0.9,0.53,3,215,3,0,0,marketing,low
3060,0,0.48,0.39,4,272,3,0,0,marketing,low
3061,0,0.76,0.9,5,142,3,0,0,marketing,low
3062,0,0.72,0.53,5,240,2,0,0,sales,medium
3063,0,0.95,0.66,4,168,2,0,0,sales,medium
3064,0,0.73,0.55,4,171,4,0,0,sales,medium
3065,0,0.93,0.7,3,159,2,0,0,sales,medium
3066,0,0.89,0.61,3,175,4,0,0,sales,medium
3067,0,0.7,0.97,4,244,3,0,0,sales,medium
3068,0,0.98,0.57,3,198,3,0,0,sales,medium
3069,0,0.72,0.65,5,151,3,0,0,sales,medium
3070,0,0.49,0.69,2,188,4,0,0,sales,medium
3071,0,0.15,0.85,3,199,2,0,0,sales,medium
3072,0,0.57,0.96,4,257,3,0,0,sales,medium
3073,0,0.21,0.81,4,144,4,0,0,sales,medium
3074,0,0.46,0.57,4,275,3,0,0,sales,high
3075,0,0.56,0.52,3,243,3,0,0,sales,low
3076,0,0.81,0.66,3,181,2,1,0,sales,medium
3077,0,0.93,0.59,5,172,3,0,0,sales,medium
3078,0,0.82,0.97,3,244,5,0,0,sales,medium
3079,0,0.76,0.51,4,242,3,0,0,sales,medium
3080,0,0.97,0.81,3,249,2,0,0,sales,low
3081,0,0.38,0.81,5,128,3,1,0,accounting,low
3082,0,0.46,0.49,3,213,3,0,0,accounting,low
3083,0,0.34,0.57,4,152,3,1,0,accounting,low
3084,0,0.63,0.76,4,245,3,0,0,hr,low
3085,0,0.57,0.56,4,113,3,0,0,hr,low
3086,0,0.17,0.76,4,280,5,0,0,hr,low
3087,0,0.74,0.67,3,273,3,1,0,hr,low
3088,0,0.59,0.56,4,221,3,1,0,technical,low
3089,0,0.49,0.61,5,133,3,0,0,technical,low
3090,0,0.49,0.58,3,136,4,1,0,technical,low
3091,0,0.61,0.71,4,243,3,1,0,technical,low
3092,0,0.81,0.79,5,135,3,0,0,technical,low
3093,0,0.74,0.63,3,231,3,0,0,technical,low
3094,0,0.91,0.98,3,259,4,0,0,technical,low
3095,0,0.71,0.66,3,238,2,0,0,technical,low
3096,0,0.73,0.71,3,210,3,0,0,technical,low
3097,0,0.44,0.4,3,120,6,0,0,technical,low
3098,0,0.6,0.56,2,203,4,0,0,technical,low
3099,0,0.73,0.88,4,148,2,0,0,support,low
3100,0,0.8,0.54,4,258,3,0,0,support,low
3101,0,0.97,0.5,3,225,2,0,0,support,medium
3102,0,0.99,0.75,4,208,2,0,0,support,medium
3103,0,0.96,0.82,4,274,3,0,0,support,medium
3104,0,0.24,0.7,5,147,6,1,0,support,medium
3105,0,0.45,0.39,2,167,3,0,0,support,medium
3106,0,0.74,0.96,4,154,4,0,0,support,medium
3107,0,0.6,0.98,4,195,3,0,0,support,medium
3108,0,0.67,0.56,3,237,4,0,0,support,medium
3109,0,0.57,0.99,4,222,2,0,0,support,medium
3110,0,0.87,0.71,5,145,4,0,0,technical,medium
3111,0,0.25,0.83,3,257,5,1,0,technical,medium
3112,0,0.98,0.84,3,286,4,0,0,technical,medium
3113,0,0.3,0.64,2,137,3,0,0,management,high
3114,0,0.21,0.52,5,130,2,0,0,IT,low
3115,0,0.56,0.7,3,214,2,0,0,IT,medium
3116,0,0.75,0.96,3,138,2,0,0,IT,medium
3117,0,0.5,0.77,3,166,3,0,0,IT,medium
3118,0,0.61,0.92,4,159,5,0,0,IT,medium
3119,0,0.83,0.59,5,160,4,0,0,product_mng,low
3120,0,0.66,0.76,3,155,4,1,0,product_mng,low
3121,0,0.84,0.68,3,231,3,0,0,product_mng,low
3122,0,0.87,0.57,4,227,3,0,0,product_mng,low
3123,0,0.48,0.37,3,181,2,0,0,IT,low
3124,0,0.84,0.79,4,222,3,0,0,RandD,low
3125,0,0.49,0.71,3,196,3,0,0,RandD,low
3126,0,0.67,0.93,3,206,3,0,0,RandD,low
3127,0,0.12,0.93,6,257,6,1,0,RandD,low
3128,0,0.99,0.67,5,153,2,0,0,RandD,low
3129,0,0.17,0.59,5,250,5,0,0,marketing,low
3130,0,0.58,0.66,3,250,5,0,0,sales,low
3131,0,0.5,0.73,3,148,3,0,0,accounting,low
3132,0,0.35,0.69,3,141,2,1,0,support,low
3133,0,0.93,0.95,6,147,3,0,0,technical,low
3134,0,0.73,0.87,3,142,3,0,0,management,low
3135,0,0.91,0.54,3,210,2,0,0,marketing,low
3136,0,0.72,0.66,3,152,2,0,0,marketing,low
3137,0,0.51,0.39,3,149,3,0,0,marketing,low
3138,0,0.55,0.92,3,198,3,0,0,sales,low
3139,0,0.66,0.76,3,139,5,0,0,sales,low
3140,0,0.84,0.41,6,255,6,1,0,sales,medium
3141,0,0.81,0.8,4,229,2,0,0,sales,medium
3142,0,0.81,0.69,5,134,2,0,0,sales,medium
3143,0,0.5,0.75,5,255,3,0,0,sales,medium
3144,0,0.78,0.68,5,189,3,0,0,sales,medium
3145,0,0.76,0.74,3,183,3,0,0,sales,medium
3146,0,0.49,0.71,3,154,2,0,0,sales,medium
3147,0,0.99,0.61,3,167,3,0,0,sales,medium
3148,0,0.73,0.48,4,139,5,0,0,sales,medium
3149,0,0.88,0.74,5,245,2,0,0,sales,medium
3150,0,0.79,0.91,4,200,3,0,0,sales,medium
3151,0,0.83,0.98,3,159,2,0,0,sales,medium
3152,0,0.21,0.44,4,163,6,0,0,sales,high
3153,0,0.87,0.52,3,158,2,1,0,sales,low
3154,0,1,0.89,3,194,3,0,0,sales,medium
3155,0,0.49,0.98,3,267,3,1,0,sales,medium
3156,0,0.51,0.63,3,183,2,0,0,sales,medium
3157,0,0.63,0.64,3,174,2,0,0,accounting,medium
3158,0,0.91,0.63,4,240,3,0,0,accounting,low
3159,0,0.54,0.5,2,123,4,1,0,accounting,low
3160,0,1,0.59,4,174,3,0,0,hr,low
3161,0,0.64,0.91,5,246,3,0,0,hr,low
3162,0,0.65,0.96,5,173,2,0,0,hr,low
3163,0,0.15,0.93,4,185,5,0,0,hr,low
3164,0,0.81,0.83,4,259,3,1,0,technical,low
3165,0,0.61,0.83,3,112,4,1,0,technical,low
3166,0,0.86,0.55,5,219,2,0,0,technical,medium
3167,0,0.71,0.62,3,258,2,0,0,technical,medium
3168,0,0.72,0.82,5,287,3,0,0,technical,medium
3169,0,0.84,0.37,5,186,2,0,0,technical,medium
3170,0,0.38,0.74,3,159,4,0,0,technical,medium
3171,0,0.75,0.56,4,230,3,0,0,technical,medium
3172,0,0.93,0.77,5,106,5,0,0,technical,medium
3173,0,0.71,0.64,4,189,3,0,0,technical,medium
3174,0,0.75,0.96,3,252,3,0,0,technical,medium
3175,0,0.56,0.68,4,220,2,0,0,support,medium
3176,0,0.57,0.82,5,218,3,0,0,support,medium
3177,0,0.63,0.83,4,145,4,0,0,support,medium
3178,0,0.59,0.91,4,142,3,1,0,support,medium
3179,0,0.77,0.62,3,218,2,0,0,support,medium
3180,0,0.65,0.7,4,157,4,0,0,support,medium
3181,0,0.84,0.49,4,178,3,0,0,support,medium
3182,0,0.9,0.45,4,241,6,0,0,support,medium
3183,0,0.6,0.83,3,230,3,0,0,support,medium
3184,0,0.9,0.74,5,249,3,0,0,support,medium
3185,0,0.94,0.7,5,147,2,0,0,support,medium
3186,0,0.56,0.9,4,115,3,0,0,technical,medium
3187,0,0.95,0.86,5,143,3,0,0,technical,medium
3188,0,0.97,0.85,4,219,3,0,0,technical,medium
3189,0,0.55,0.63,4,218,2,0,0,management,medium
3190,0,0.79,0.6,5,235,2,0,0,IT,medium
3191,0,0.49,0.76,5,237,3,0,0,IT,high
3192,0,0.49,0.58,5,186,2,0,0,IT,high
3193,0,0.57,0.65,5,177,2,0,0,IT,high
3194,0,0.89,0.81,4,228,4,0,0,IT,high
3195,0,0.66,0.59,3,204,3,0,0,product_mng,high
3196,0,0.94,0.77,5,210,3,0,0,product_mng,high
3197,0,0.98,0.95,4,250,2,1,0,product_mng,high
3198,0,0.18,0.52,5,185,6,0,0,product_mng,high
3199,0,0.57,0.73,3,146,3,0,0,IT,high
3200,0,0.67,0.55,3,217,2,0,0,RandD,high
3201,0,0.12,0.61,6,172,6,0,0,RandD,high
3202,0,0.48,0.95,3,184,2,0,0,RandD,high
3203,0,0.61,0.97,3,148,3,0,0,RandD,low
3204,0,0.23,0.52,5,236,4,0,0,RandD,low
3205,0,0.4,0.38,3,280,2,0,0,marketing,low
3206,0,0.57,0.6,3,218,3,0,0,sales,low
3207,0,0.95,0.98,5,155,3,0,0,accounting,low
3208,0,0.93,0.66,4,242,4,0,0,support,low
3209,0,0.7,0.88,3,166,5,0,0,technical,low
3210,0,0.58,0.9,4,175,3,1,0,management,low
3211,0,0.52,0.95,5,234,3,0,0,marketing,low
3212,0,0.98,0.88,5,232,3,0,0,marketing,low
3213,0,0.93,0.94,4,156,3,1,0,marketing,low
3214,0,0.34,0.63,5,248,3,0,0,sales,low
3215,0,0.87,0.75,4,218,2,0,0,sales,low
3216,0,0.52,0.96,5,251,2,1,0,sales,low
3217,0,0.58,0.91,4,173,4,0,0,sales,low
3218,0,0.65,0.51,4,157,3,1,0,sales,medium
3219,0,0.74,0.59,3,274,3,0,0,sales,medium
3220,0,0.63,0.7,5,182,3,0,0,sales,medium
3221,0,0.74,0.74,4,233,2,0,0,sales,medium
3222,0,0.65,1,4,249,3,0,0,sales,medium
3223,0,0.48,0.94,3,162,3,1,0,sales,medium
3224,0,0.84,0.75,3,184,3,0,0,sales,medium
3225,0,0.6,0.62,3,135,2,0,0,sales,medium
3226,0,0.56,0.57,3,143,2,0,0,sales,medium
3227,0,0.13,0.8,5,203,5,0,0,sales,medium
3228,0,0.83,0.51,5,143,4,0,0,sales,medium
3229,0,0.91,0.42,2,142,3,1,0,sales,medium
3230,0,0.97,0.97,5,171,2,0,0,sales,high
3231,0,0.9,0.96,3,223,4,0,0,sales,high
3232,0,0.57,0.87,4,148,3,0,0,sales,high
3233,0,0.84,0.79,6,140,2,0,0,accounting,high
3234,0,0.84,0.74,4,226,2,0,0,accounting,high
3235,0,0.17,0.93,5,183,5,0,0,accounting,high
3236,0,0.97,0.86,5,135,3,0,0,hr,high
3237,0,0.94,0.66,3,236,2,0,0,hr,high
3238,0,0.83,0.61,5,257,2,0,0,hr,low
3239,0,0.91,0.73,3,155,3,0,0,hr,low
3240,0,0.9,0.76,2,211,4,0,0,technical,low
3241,0,0.95,0.86,3,207,2,0,0,technical,low
3242,0,0.69,0.95,3,126,6,0,0,technical,low
3243,0,0.49,0.98,3,267,2,0,0,technical,low
3244,0,0.45,0.37,6,226,2,0,0,technical,low
3245,0,0.21,0.9,2,239,2,0,0,technical,low
3246,0,0.67,0.61,3,202,2,0,0,technical,medium
3247,0,0.76,0.62,3,150,2,1,0,technical,medium
3248,0,0.19,0.78,5,156,6,0,0,technical,medium
3249,0,0.52,0.73,2,233,3,0,0,technical,medium
3250,0,0.66,0.59,5,262,2,0,0,technical,medium
3251,0,0.95,0.67,3,183,3,0,0,support,medium
3252,0,0.95,0.78,4,225,2,0,0,support,medium
3253,0,0.57,0.54,5,216,3,0,0,support,medium
3254,0,0.48,0.57,5,227,3,0,0,support,medium
3255,0,0.95,0.5,4,242,2,0,0,support,medium
3256,0,0.7,0.67,4,224,3,0,0,support,medium
3257,0,0.48,0.61,3,223,3,1,0,support,medium
3258,0,0.62,0.58,3,202,2,0,0,support,medium
3259,0,0.58,0.76,3,220,3,0,0,support,medium
3260,0,1,0.87,4,129,5,0,0,support,medium
3261,0,0.79,0.65,2,193,5,0,0,support,medium
3262,0,0.58,0.73,3,165,2,0,0,technical,medium
3263,0,0.59,0.79,4,209,2,0,0,technical,medium
3264,0,0.66,0.8,4,183,2,1,0,technical,medium
3265,0,0.71,0.59,4,138,3,0,0,management,medium
3266,0,0.9,0.74,5,152,3,0,0,IT,medium
3267,0,0.74,0.63,4,170,2,0,0,IT,medium
3268,0,0.66,0.93,5,185,3,0,0,IT,medium
3269,0,0.92,0.53,2,249,2,0,0,IT,high
3270,0,0.55,0.51,4,155,3,0,0,IT,low
3271,0,0.51,0.43,3,204,4,0,0,product_mng,medium
3272,0,0.49,0.52,5,188,4,0,0,product_mng,medium
3273,0,0.88,0.52,5,264,4,0,0,product_mng,medium
3274,0,0.6,0.8,4,146,2,0,0,product_mng,medium
3275,0,0.93,0.65,4,212,4,0,0,IT,medium
3276,0,0.86,0.59,3,215,3,0,0,RandD,medium
3277,0,0.78,0.98,4,239,3,0,0,RandD,medium
3278,0,0.69,0.55,3,188,3,0,0,RandD,medium
3279,0,0.84,0.51,4,259,3,0,0,RandD,medium
3280,0,0.48,0.62,3,200,3,1,0,RandD,medium
3281,0,0.63,0.86,3,245,2,0,0,marketing,low
3282,0,0.54,0.61,3,182,2,0,0,sales,low
3283,0,0.85,0.53,4,181,2,0,0,accounting,low
3284,0,0.51,0.52,3,164,3,0,0,support,low
3285,0,0.88,0.86,5,257,3,0,0,technical,low
3286,0,0.87,0.93,3,178,3,0,0,management,low
3287,0,0.54,0.5,4,224,3,0,0,marketing,low
3288,0,0.96,0.67,5,170,3,0,0,marketing,high
3289,0,0.58,0.75,4,233,2,0,0,marketing,low
3290,0,0.21,0.57,5,239,3,0,0,sales,high
3291,0,0.5,0.56,5,185,2,0,0,sales,high
3292,0,0.52,0.54,4,184,3,0,0,sales,low
3293,0,0.5,0.7,3,188,2,0,0,sales,low
3294,0,0.74,0.86,3,186,3,1,0,sales,high
3295,0,0.69,0.63,3,226,3,0,0,sales,low
3296,0,0.61,0.74,2,143,6,0,0,sales,medium
3297,0,0.5,0.82,3,213,3,0,0,sales,high
3298,0,0.79,0.53,2,217,2,0,0,sales,medium
3299,0,0.73,0.68,5,190,2,0,0,sales,medium
3300,0,0.49,0.69,2,147,2,0,0,sales,medium
3301,0,0.7,0.77,2,235,3,1,0,sales,medium
3302,0,0.27,0.62,6,136,3,0,0,sales,high
3303,0,0.8,0.54,5,261,2,0,0,sales,medium
3304,0,0.45,0.6,6,176,4,0,0,sales,medium
3305,0,0.63,0.64,4,212,4,0,0,sales,medium
3306,0,0.76,0.52,2,148,3,0,0,sales,high
3307,0,0.42,0.74,6,218,6,0,0,sales,medium
3308,0,0.41,0.87,6,262,6,0,0,sales,high
3309,0,0.74,0.46,6,145,3,0,0,accounting,low
3310,0,0.82,0.75,3,230,4,1,0,accounting,medium
3311,0,0.82,0.65,4,210,2,0,0,accounting,medium
3312,0,0.53,0.73,4,227,3,0,0,hr,medium
3313,0,0.71,0.77,4,142,2,0,0,hr,medium
3314,0,0.5,0.9,4,171,2,0,0,hr,low
3315,0,0.68,0.89,3,241,3,0,0,hr,low
3316,0,0.68,0.99,3,247,2,1,0,technical,low
3317,0,0.48,0.86,5,246,3,0,0,technical,low
3318,0,0.59,0.72,3,188,3,1,0,technical,low
3319,0,0.21,0.7,3,104,2,0,0,technical,low
3320,0,0.99,0.73,5,197,4,1,0,technical,low
3321,0,1,0.88,4,191,4,0,0,technical,low
3322,0,0.84,0.51,4,173,2,0,0,technical,low
3323,0,0.86,0.82,2,207,4,1,0,technical,low
3324,0,0.52,0.54,5,247,4,0,0,technical,high
3325,0,0.94,0.97,5,197,5,1,0,technical,low
3326,0,0.55,0.81,3,242,2,0,0,technical,low
3327,0,0.79,0.59,3,145,2,0,0,support,low
3328,0,0.91,0.9,4,174,3,0,0,support,low
3329,0,0.82,0.99,3,195,2,0,0,support,high
3330,0,0.84,0.94,4,270,3,1,0,support,low
3331,0,0.72,0.68,4,238,3,0,0,support,low
3332,0,0.68,0.85,4,156,2,0,0,support,low
3333,0,0.99,0.96,5,261,3,0,0,support,high
3334,0,0.74,0.85,5,135,2,0,0,support,low
3335,0,0.8,0.41,6,185,4,0,0,support,medium
3336,0,0.55,0.55,3,197,3,0,0,support,high
3337,0,0.56,0.95,3,241,3,0,0,support,medium
3338,0,0.88,0.98,3,263,3,1,0,technical,high
3339,0,0.86,0.49,4,251,2,0,0,technical,medium
3340,0,0.64,0.95,3,218,2,0,0,technical,medium
3341,0,0.82,0.58,4,183,3,0,0,management,medium
3342,0,0.66,0.8,4,252,3,0,0,IT,medium
3343,0,0.64,0.95,3,98,3,0,0,IT,medium
3344,0,0.17,0.78,6,284,4,0,0,IT,medium
3345,0,0.75,0.68,4,220,2,0,0,IT,medium
3346,0,0.45,0.39,4,275,3,0,0,IT,medium
3347,0,0.99,0.9,4,164,3,0,0,product_mng,high
3348,0,0.93,0.67,5,237,4,0,0,product_mng,low
3349,0,0.88,0.8,3,133,3,0,0,product_mng,medium
3350,0,0.62,0.52,5,256,4,0,0,product_mng,medium
3351,0,0.94,0.88,4,270,3,0,0,IT,medium
3352,0,0.59,0.92,4,196,2,0,0,RandD,medium
3353,0,0.93,0.89,4,209,2,0,0,RandD,medium
